,SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL,SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,BROKER INFO,ALL INFO,LIST INFO,BOUGHT INFO,ALL INFO CLEAN,LIST INFO CLEAN,BOUGHT INFO CLEAN,LIST AGENTS,LIST COMPANIES,BOUGHT AGENTS,BOUGHT COMPANIES
4972,PAST SALE,July-25-2022,Single Family Residential,700 Goettingen St,San Francisco,CA,94134,1125000.0,4.0,3.5,San Francisco,2248.0,2600.0,1979.0,,500.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/700-Goettingen-St-94134/home/1414748,San Francisco MLS,422640002,N,Y,37.7231142,-122.4052328,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4973,PAST SALE,June-8-2022,Condo/Co-op,300 Beale St #502,San Francisco,CA,94105,1870000.0,2.0,2.0,San Francisco,1764.0,35461.0,1937.0,,1060.0,988.0,Sold,,,https://www.redfin.com/CA/San-Francisco/300-Beale-St-94105/unit-502/home/12395849,San Francisco MLS,422639709,N,Y,37.7881762,-122.3925217,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4974,PAST SALE,,Multi-Family (5+ Unit),1370-1374 Natoma St #1372,San Francisco,CA,94103,835000.0,9.0,7.0,,3947.0,2000.0,1906.0,,212.0,,,,,https://www.redfin.com/CA/San-Francisco/1370-1374-Natoma-St-94103/unit-1372/home/2024625,,,N,Y,37.7672527,-122.4186494,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4975,PAST SALE,May-27-2022,Condo/Co-op,601 Van Ness Ave #221,San Francisco,CA,94102,560000.0,1.0,1.0,San Francisco,725.0,105806.0,1982.0,,772.0,992.0,Sold,,,https://www.redfin.com/CA/San-Francisco/601-Van-Ness-Ave-94102/unit-221/home/575549,San Francisco MLS,422625659,N,Y,37.7811165,-122.4213309,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4976,PAST SALE,July-28-2022,Single Family Residential,1414 Oakdale Ave,San Francisco,CA,94124,1150000.0,2.0,1.0,San Francisco,1200.0,2495.0,1940.0,,958.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1414-Oakdale-Ave-94124/home/926306,San Francisco MLS,422648233,N,Y,37.7328498,-122.3868177,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4977,PAST SALE,January-30-2023,Single Family Residential,206 Nevada St,San Francisco,CA,94110,1210000.0,2.0,1.5,San Francisco,,1750.0,1900.0,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/206-Nevada-St-94110/home/2037489,San Francisco MLS,422707468,N,Y,37.739568,-122.4115415,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4978,PAST SALE,September-2-2022,Condo/Co-op,3065 Clay St #203,San Francisco,CA,94115,1155000.0,1.0,1.0,San Francisco,1184.0,6317.0,1910.0,,976.0,400.0,Sold,,,https://www.redfin.com/CA/San-Francisco/3065-Clay-St-94115/unit-203/home/148065114,San Francisco MLS,422663999,N,Y,37.78932,-122.4434195,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4979,PAST SALE,February-17-2023,Condo/Co-op,100 Duboce Ave #502,San Francisco,CA,94103,718181.0,1.0,1.0,San Francisco,690.0,4499.0,,,1041.0,548.0,Sold,,,https://www.redfin.com/CA/San-Francisco/100-Duboce-Ave-94103/unit-502/home/182620197,San Francisco MLS,422706317,N,Y,37.7699838,-122.4225493,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4980,PAST SALE,November-8-2022,Condo/Co-op,230 7th St #102,San Francisco,CA,94103,1083000.0,2.0,2.0,San Francisco,,,,,,491.0,Sold,,,https://www.redfin.com/CA/San-Francisco/230-7th-St-94103/unit-102/home/181661443,San Francisco MLS,422686315,N,Y,37.7775151,-122.4090365,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4981,PAST SALE,August-22-2022,Condo/Co-op,708 Long Bridge St #517,San Francisco,CA,94158,1565000.0,2.0,2.0,San Francisco,1350.0,84866.0,2016.0,,1159.0,1265.0,Sold,,,https://www.redfin.com/CA/San-Francisco/708-Long-Bridge-St-94158/unit-517/home/109465074,San Francisco MLS,422652026,N,Y,37.772094,-122.393719,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4982,PAST SALE,December-16-2022,Single Family Residential,140 Burrows St,San Francisco,CA,94134,1250000.0,4.0,2.5,San Francisco,1755.0,1877.0,1956.0,,712.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/140-Burrows-St-94134/home/907681,San Francisco MLS,422695519,N,Y,37.7287287,-122.4050258,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4983,PAST SALE,January-23-2023,Condo/Co-op,766 Harrison St #604,San Francisco,CA,94107,375000.0,0.0,1.0,San Francisco,282.0,6880.0,2008.0,,1330.0,283.0,Sold,,,https://www.redfin.com/CA/San-Francisco/766-Harrison-St-94107/unit-604/home/40138795,San Francisco MLS,422703112,N,Y,37.7816524,-122.3991845,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4984,PAST SALE,November-15-2022,Condo/Co-op,371 - 375 Haight St Unit 371B,San Francisco,CA,94102,925000.0,1.0,1.5,San Francisco,,2021.0,1900.0,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/371-Haight-St-94102/unit-371B/home/181284503,San Francisco MLS,422690204,N,Y,37.772177,-122.428259,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4985,PAST SALE,December-22-2022,Condo/Co-op,190 Cervantes Blvd #303,San Francisco,CA,94123,828000.0,1.0,1.0,San Francisco,775.0,,1992.0,,1068.0,486.0,Sold,,,https://www.redfin.com/CA/San-Francisco/190-Cervantes-Blvd-94123/unit-303/home/1609551,San Francisco MLS,422694814,N,Y,37.8050051,-122.4403927,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4986,PAST SALE,June-21-2022,Condo/Co-op,2200 Pacific Ave Unit 2E,San Francisco,CA,94115,1099000.0,1.0,1.5,San Francisco,1323.0,14450.0,1962.0,,831.0,1552.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2200-Pacific-Ave-94115/unit-2E/home/1770915,San Francisco MLS,422643245,N,Y,37.7939819,-122.4317719,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4987,PAST SALE,November-30-2022,Condo/Co-op,434 Laurel St,San Francisco,CA,94118,1666667.0,2.0,2.0,San Francisco,1369.0,3436.0,1898.0,,1217.0,362.0,Sold,,,https://www.redfin.com/CA/San-Francisco/434-Laurel-St-94118/home/114005497,San Francisco MLS,422690323,N,Y,37.7872829,-122.4501933,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4988,PAST SALE,September-1-2022,Multi-Family (5+ Unit),1385 - 1391 Kansas St,San Francisco,CA,94107,2976600.0,0.0,,San Francisco,5150.0,3746.0,1908.0,,578.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1385-Kansas-St-94107/home/102824489,San Francisco MLS,422648940,N,Y,37.7522019,-122.4021742,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4989,PAST SALE,June-9-2022,Condo/Co-op,488 Folsom St #3501,San Francisco,CA,94105,3750000.0,3.0,3.0,San Francisco,2053.0,49754.0,2019.0,,1827.0,1932.0,Sold,,,https://www.redfin.com/CA/San-Francisco/488-Folsom-St-94105/unit-3501/home/163752979,San Francisco MLS,422624571,N,Y,37.7877451,-122.3945599,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4990,PAST SALE,August-29-2022,Single Family Residential,935 Ashbury St,San Francisco,CA,94117,2600000.0,4.0,3.0,San Francisco,3434.0,3188.0,1904.0,,757.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/935-Ashbury-St-94117/home/2026727,MetroList,422656810,N,Y,37.7651415,-122.4462151,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4991,PAST SALE,October-7-2022,Single Family Residential,145 Foerster St,San Francisco,CA,94112,1100000.0,2.0,1.0,San Francisco,1098.0,2121.0,1922.0,,1002.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/145-Foerster-St-94112/home/695032,San Francisco MLS,422669819,N,Y,37.7297443,-122.4490571,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4992,PAST SALE,August-18-2022,Multi-Family (2-4 Unit),146 St Charles Ave,San Francisco,CA,94132,980000.0,4.0,3.0,San Francisco,1950.0,3497.0,1937.0,,503.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/146-Saint-Charles-Ave-94132/home/1728941,San Francisco MLS,422665602,N,Y,37.7114744,-122.4695125,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4993,PAST SALE,July-8-2022,Condo/Co-op,631 Folsom St Unit 20D,San Francisco,CA,94107,1590000.0,2.0,2.0,San Francisco,1230.0,38089.0,2009.0,,1293.0,987.0,Sold,,,https://www.redfin.com/CA/San-Francisco/631-Folsom-St-94107/unit-20D/home/21966064,San Francisco MLS,422635777,N,Y,37.7847302,-122.3968612,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4994,PAST SALE,December-7-2022,Single Family Residential,650 Mangels Ave,San Francisco,CA,94127,1500000.0,3.0,3.0,San Francisco,,2495.0,1900.0,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/650-Mangels-Ave-94127/home/1702631,San Francisco MLS,422690462,N,Y,37.7332547,-122.4523523,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4995,PAST SALE,February-3-2023,Single Family Residential,32 Newburg St,San Francisco,CA,94131,2000000.0,3.0,2.0,Noe Valley,1114.0,1494.0,1944.0,,1795.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/32-Newburg-St-94131/home/1379885,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41012665,N,Y,37.7461742,-122.4343168,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4996,PAST SALE,August-26-2022,Condo/Co-op,1310 Fillmore St #1004,San Francisco,CA,94115,720000.0,1.0,1.0,San Francisco,858.0,52938.0,2007.0,,839.0,857.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1310-Fillmore-St-94115/unit-1004/home/17306841,San Francisco MLS,422666552,N,Y,37.7816647,-122.4321387,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4997,PAST SALE,October-27-2022,Condo/Co-op,239 Brannan St Unit 2D,San Francisco,CA,94107,920000.0,2.0,2.0,San Francisco,1173.0,82966.0,2002.0,,784.0,1375.0,Sold,,,https://www.redfin.com/CA/San-Francisco/239-Brannan-St-94107/unit-2D/home/1417739,San Francisco MLS,422676852,N,Y,37.7826036,-122.3907518,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4998,PAST SALE,December-9-2022,Condo/Co-op,2100 Pacific Ave Unit 8A,San Francisco,CA,94115,3200000.0,4.0,3.5,San Francisco,2707.0,,1926.0,,1182.0,2731.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2100-Pacific-Ave-94115/unit-008A/home/12401016,San Francisco MLS,422696223,N,Y,37.7941981,-122.4300563,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
4999,PAST SALE,July-15-2022,Condo/Co-op,2177 3rd St #613,San Francisco,CA,94107,688000.0,0.0,1.0,San Francisco,502.0,,2020.0,,1371.0,742.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2177-3rd-St-94107/unit-613/home/175891629,San Francisco MLS,422638635,N,Y,37.7622991,-122.3884155,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5000,PAST SALE,May-13-2022,Condo/Co-op,3131 Pierce St #201,San Francisco,CA,94123,1460000.0,2.0,2.0,San Francisco,1106.0,,,,1320.0,1082.0,Sold,,,https://www.redfin.com/CA/San-Francisco/3131-Pierce-St-94123/unit-201/home/176426550,San Francisco MLS,422633511,N,Y,37.7992021,-122.4394363,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5001,PAST SALE,August-22-2022,Condo/Co-op,2009 Divisadero St Unit 3A,San Francisco,CA,94115,1055000.0,2.0,2.0,San Francisco,969.0,9243.0,1987.0,,1089.0,657.0,Sold,,,https://www.redfin.com/CA/San-Francisco/2009-Divisadero-St-94115/unit-3A/home/2003579,San Francisco MLS,422653916,N,Y,37.7882786,-122.4407629,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5002,PAST SALE,,Multi-Family (2-4 Unit),2121-2123 Judah St #2123,San Francisco,CA,94122,1200000.0,7.0,3.0,,3128.0,2495.0,1958.0,,384.0,,,,,https://www.redfin.com/CA/San-Francisco/2121-2123-Judah-St-94122/unit-2123/home/1904518,,,N,Y,37.7611034,-122.4849278,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5003,PAST SALE,December-28-2022,Condo/Co-op,1231 Potrero Ave,San Francisco,CA,94110,1238000.0,3.0,2.0,San Francisco,1574.0,4165.0,1908.0,,787.0,445.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1231-Potrero-Ave-94110/home/40526082,San Francisco MLS,422694054,N,Y,37.7525871,-122.4061383,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5004,PAST SALE,August-5-2022,Condo/Co-op,832 Sutter St #201,San Francisco,CA,94109,495000.0,1.0,1.0,San Francisco,610.0,,2016.0,,811.0,666.0,Sold,,,https://www.redfin.com/CA/San-Francisco/832-Sutter-St-94109/unit-201/home/179319546,San Francisco MLS,422655639,N,Y,37.7887783,-122.4142074,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5005,PAST SALE,October-31-2022,Condo/Co-op,719 Larkin St #203,San Francisco,CA,94109,525000.0,1.0,1.0,SAN FRANCISCO,619.0,,2019.0,,848.0,534.0,Sold,,,https://www.redfin.com/CA/San-Francisco/719-Larkin-St-94109/unit-203/home/172245851,MLSListings,ML81903115,N,Y,37.7845263,-122.4180884,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5006,PAST SALE,September-9-2022,Single Family Residential,2426 24th Ave,San Francisco,CA,94116,1305000.0,3.0,1.0,San Francisco,1370.0,3000.0,1924.0,,953.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/2426-24th-Ave-94116/home/1509282,BAREIS,422661891,N,Y,37.7422812,-122.4807999,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5007,PAST SALE,September-9-2022,Single Family Residential,531 - 533 6th Ave,San Francisco,CA,94118,2175000.0,5.0,3.0,San Francisco,2650.0,3000.0,1921.0,,821.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/531-6th-Ave-94118/home/179836111,San Francisco MLS,422667927,N,Y,37.7784601,-122.4644276,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5008,PAST SALE,November-30-2022,Condo/Co-op,48 Hemway Ter,San Francisco,CA,94117,1975000.0,3.0,2.0,San Francisco,1875.0,2666.0,1922.0,,1053.0,276.0,Sold,,,https://www.redfin.com/CA/San-Francisco/48-Hemway-Ter-94117/unit-304/home/1146174,San Francisco MLS,422686338,N,Y,37.7763548,-122.4482424,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5009,PAST SALE,October-3-2022,Condo/Co-op,335 Berry St #207,San Francisco,CA,94158,308248.0,1.0,1.0,San Francisco,607.0,29040.0,2009.0,,508.0,540.0,Sold,,,https://www.redfin.com/CA/San-Francisco/335-Berry-St-94158/unit-207/home/28939193,San Francisco MLS,422649073,N,Y,37.7730819,-122.3962416,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5010,PAST SALE,November-30-2022,Condo/Co-op,306 Bartlett St Unit B,San Francisco,CA,94110,1085000.0,2.0,2.0,San Francisco,1156.0,4695.0,1902.0,,939.0,487.0,Sold,,,https://www.redfin.com/CA/San-Francisco/306-Bartlett-St-94110/unit-B/home/146960505,San Francisco MLS,422667305,N,Y,37.7518591,-122.4198045,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5011,PAST SALE,July-5-2022,Condo/Co-op,95 Red Rock Way Unit M210,San Francisco,CA,94131,495000.0,0.0,1.0,San Francisco,474.0,6833.0,1972.0,,1044.0,557.0,Sold,,,https://www.redfin.com/CA/San-Francisco/95-Red-Rock-Way-94131/unit-210M/home/1934917,San Francisco MLS,422634714,N,Y,37.7463443,-122.4415484,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5012,PAST SALE,,Single Family Residential,546-548 London St #548,San Francisco,CA,94112,1200000.0,5.0,4.0,,2725.0,2500.0,1979.0,,440.0,,,,,https://www.redfin.com/CA/San-Francisco/546-548-London-St-94112/unit-548/home/1194531,,,N,Y,37.7205763,-122.4372022,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5013,PAST SALE,August-3-2022,Multi-Family (5+ Unit),186 Guerrero St,San Francisco,CA,94110,2255188.0,0.0,,San Francisco,,1724.0,,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/186-Guerrero-St-94103/home/178580915,San Francisco MLS,422637313,N,Y,37.7683044,-122.424804,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5014,PAST SALE,August-22-2022,Condo/Co-op,829 Folsom St #704,San Francisco,CA,94107,650000.0,1.0,1.0,San Francisco,700.0,10313.0,2010.0,,929.0,884.0,Sold,,,https://www.redfin.com/CA/San-Francisco/829-Folsom-St-94107/unit-704/home/40142732,San Francisco MLS,422662433,N,Y,37.7812714,-122.4018175,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5015,PAST SALE,September-15-2022,Single Family Residential,177 Hancock St,San Francisco,CA,94114,2637500.0,3.0,2.0,San Francisco,1850.0,2848.0,1900.0,,1426.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/177-Hancock-St-94114/home/1405354,San Francisco MLS,422662420,N,Y,37.7601666,-122.4321996,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5016,PAST SALE,April-12-2022,Single Family Residential,606 Ellis St,San Francisco,CA,94109,1200000.0,3.0,1.0,SAN FRANCISCO,1635.0,2186.0,1907.0,,734.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/606-Ellis-St-94109/home/1914627,MLSListings,ML81870759,N,Y,37.7845939,-122.4164264,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5017,PAST SALE,November-18-2022,Single Family Residential,390 Yerba Buena Ave,San Francisco,CA,94127,2750000.0,5.0,3.0,SAN FRANCISCO,3584.0,4721.0,1926.0,,767.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/390-Yerba-Buena-Ave-94127/home/695697,MLSListings,ML81875431,N,Y,37.7326218,-122.4589572,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5018,PAST SALE,January-9-2023,Single Family Residential,114 Parque Dr,San Francisco,CA,94134,918000.0,3.0,2.0,SAN FRANCISCO,2260.0,2677.0,1946.0,,406.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/114-Parque-Dr-94134/home/786974,MLSListings,ML81898939,N,Y,37.7101587,-122.4206009,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5019,PAST SALE,December-6-2022,Condo/Co-op,403 Main St Unit 604N,San Francisco,CA,94105,510000.0,1.0,1.0,San Francisco,483.0,29037.0,1997.0,,1056.0,621.0,Sold,,,https://www.redfin.com/CA/San-Francisco/403-Main-St-94105/unit-604N/home/1939279,San Francisco MLS,422684893,N,Y,37.7880767,-122.3896032,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5020,PAST SALE,August-15-2022,Condo/Co-op,1536 Pacific Ave #6,San Francisco,CA,94109,2125000.0,3.0,2.0,San Francisco,1430.0,5300.0,,,1486.0,700.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1536-Pacific-Ave-94109/unit-6/home/22044698,San Francisco MLS,422657198,N,Y,37.7953714,-122.4206184,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5021,PAST SALE,September-13-2022,Single Family Residential,1 College Ter,San Francisco,CA,94112,1447000.0,4.0,3.0,San Francisco,2124.0,1716.0,1916.0,,681.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1-College-Ter-94112/home/809349,San Francisco MLS,422652967,N,Y,37.7343131,-122.4260317,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5022,PAST SALE,August-29-2022,Multi-Family (2-4 Unit),3154 - 3160 Octavia St,San Francisco,CA,94123,2750000.0,4.0,4.0,San Francisco,3150.0,1724.0,1924.0,,873.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/3154-Octavia-St-94123/home/560529,San Francisco MLS,422666683,N,Y,37.8015032,-122.4294631,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5023,PAST SALE,January-20-2023,Multi-Family (2-4 Unit),136 Beulah St,San Francisco,CA,94117,1890000.0,7.0,5.0,San Francisco,2725.0,3438.0,1906.0,,694.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/136-Beulah-St-94117/home/182337381,San Francisco MLS,422702476,N,Y,37.7676433,-122.4522443,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5024,PAST SALE,December-23-2022,Condo/Co-op,3345 Divisadero St,San Francisco,CA,94123,1655000.0,2.0,2.0,San Francisco,1761.0,2344.0,1931.0,,940.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/3345-Divisadero-St-94123/home/1974606,San Francisco MLS,422697753,N,Y,37.8005393,-122.4432695,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5025,PAST SALE,July-29-2022,Condo/Co-op,10 Miller Pl #1801,San Francisco,CA,94108,1500000.0,2.0,2.0,San Francisco,1268.0,5236.0,1963.0,,1183.0,1435.0,Sold,,,https://www.redfin.com/CA/San-Francisco/10-Miller-Pl-94108/unit-1801/home/1529322,San Francisco MLS,422655319,N,Y,37.793214,-122.4089198,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5026,PAST SALE,November-14-2022,Condo/Co-op,150 Page St #26,San Francisco,CA,94102,515000.0,0.0,1.0,San Francisco,483.0,7200.0,1929.0,,1066.0,494.0,Sold,,,https://www.redfin.com/CA/San-Francisco/150-Page-St-94102/unit-26/home/22045237,San Francisco MLS,422694630,N,Y,37.7741226,-122.423436,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5027,PAST SALE,June-13-2022,Condo/Co-op,69 Clementina St #804,San Francisco,CA,94105,950000.0,1.0,1.5,San Francisco,838.0,3594.0,2006.0,,1134.0,514.0,Sold,,,https://www.redfin.com/CA/San-Francisco/69-Clementina-St-94105/unit-804/home/22884891,San Francisco MLS,422638850,N,Y,37.7864296,-122.3964186,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5028,PAST SALE,May-18-2022,Multi-Family (2-4 Unit),1571 - 1573 Shrader St,San Francisco,CA,94117,1900000.0,6.0,2.0,San Francisco,2500.0,4813.0,1908.0,,760.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1571-1573-Shrader-St-94117/unit-1573/home/1953823,San Francisco MLS,422625590,N,Y,37.7602947,-122.4507603,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5029,PAST SALE,February-10-2023,Condo/Co-op,630 Mason St #802,San Francisco,CA,94108,730000.0,1.0,1.0,San Francisco,900.0,,1927.0,,811.0,696.0,Sold,,,https://www.redfin.com/CA/San-Francisco/630-Mason-St-94108/unit-802/home/12392955,San Francisco MLS,422701260,N,Y,37.789448,-122.410054,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5030,PAST SALE,August-10-2022,Multi-Family (5+ Unit),344 Ellis St,San Francisco,CA,94115,3950000.0,0.0,,San Francisco,13685.0,3438.0,1910.0,,289.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/344-Ellis-St-94102/home/1069257,San Francisco MLS,422632691,N,Y,37.7852807,-122.4119939,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5031,PAST SALE,,Multi-Family (5+ Unit),2135 California St #5,San Francisco,CA,94115,1100000.0,,12.0,,15108.0,7563.0,1922.0,,73.0,,,,,https://www.redfin.com/CA/San-Francisco/2135-California-St-94115/unit-5/home/1277734,,,N,Y,37.7892176,-122.4295378,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5032,PAST SALE,August-26-2022,Single Family Residential,225 Sadowa St,San Francisco,CA,94112,1460000.0,5.0,4.0,San Francisco,4053.0,6246.0,1906.0,,360.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/225-Sadowa-St-94112/home/1283882,San Francisco MLS,422665481,N,Y,37.7121171,-122.460015,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5033,PAST SALE,October-11-2022,Single Family Residential,4540 20th St,San Francisco,CA,94114,2000000.0,3.0,3.0,San Francisco,,1873.0,1900.0,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/4540-20th-St-94114/home/1596695,San Francisco MLS,422674321,N,Y,37.7576057,-122.4388316,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5034,PAST SALE,September-15-2022,Single Family Residential,1809 Lyon St,San Francisco,CA,94115,3600000.0,3.0,3.5,San Francisco,3150.0,2760.0,1900.0,,1143.0,,Sold,,,https://www.redfin.com/CA/San-Francisco/1809-Lyon-St-94115/home/1236667,San Francisco MLS,422671333,N,Y,37.7877837,-122.4456843,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5035,PAST SALE,October-5-2022,Condo/Co-op,35 Hollis St,San Francisco,CA,94115,1200000.0,3.0,2.0,San Francisco,1336.0,2511.0,1900.0,,898.0,400.0,Sold,,,https://www.redfin.com/CA/San-Francisco/35-Hollis-St-94115/home/1963722,San Francisco MLS,422677990,N,Y,37.7831649,-122.4303165,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
5036,PAST SALE,July-15-2022,Condo/Co-op,1200 California St Unit 22A,San Francisco,CA,94109,2350000.0,1.0,2.0,San Francisco,1450.0,,1962.0,,1621.0,2575.0,Sold,,,https://www.redfin.com/CA/San-Francisco/1200-California-St-94109/unit-22A/home/12400158,San Francisco MLS,422646025,N,Y,37.7917486,-122.4144729,"{'agent_soup': None, 'list_soup': None, 'bought_soup': None}",,,,,,,,,,
