SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,May-31-2022,Single Family Residential,1932 Ortega St,San Francisco,CA,94122,1900000,3,2.0,San Francisco,1678,1853,1939,,1132,,Sold,,,https://www.redfin.com/CA/San-Francisco/1932-Ortega-St-94122/home/2024110,San Francisco MLS,422649969,N,Y,37.7521678,-122.48447
PAST SALE,May-24-2022,Single Family Residential,2463 43rd Ave,San Francisco,CA,94116,1625000,2,1.0,San Francisco,,2996,1940,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/2463-43rd-Ave-94116/home/659659,San Francisco MLS,422649528,N,Y,37.7407387,-122.5015917
PAST SALE,June-10-2022,Single Family Residential,1487 6th Ave,San Francisco,CA,94122,2400000,3,2.0,San Francisco,1725,2374,1911,,1391,,Sold,,,https://www.redfin.com/CA/San-Francisco/1487-6th-Ave-94122/home/1163923,San Francisco MLS,422648181,N,Y,37.7607347,-122.4630667
PAST SALE,April-8-2022,Single Family Residential,1700 18th Ave,San Francisco,CA,94122,1900000,3,1.0,San Francisco,1224,3249,1950,,1552,,Sold,,,https://www.redfin.com/CA/San-Francisco/1700-18th-Ave-94122/home/641298,San Francisco MLS,422634502,N,Y,37.7559427,-122.4753608
PAST SALE,April-22-2022,Single Family Residential,67 Inverness Dr,San Francisco,CA,94132,1850000,2,1.0,San Francisco,1665,2495,1941,,1111,,Sold,,,https://www.redfin.com/CA/San-Francisco/67-Inverness-Dr-94132/home/839317,San Francisco MLS,422637793,N,Y,37.7330476,-122.4830993
PAST SALE,,Condo/Co-op,1101 Dolores St,San Francisco,CA,94110,2100000,3,2.0,,1856,,1906,,1131,,,,,https://www.redfin.com/CA/San-Francisco/1101-Dolores-St-94110/home/12509864,,,N,Y,37.751734385,-122.4249136
PAST SALE,November-3-2022,Condo/Co-op,1045 Dolores St,San Francisco,CA,94110,1750000,3,3.0,San Francisco,1871,2948,1986,,935,679,Sold,,,https://www.redfin.com/CA/San-Francisco/1045-Dolores-St-94110/home/1873988,San Francisco MLS,422699534,N,Y,37.7527199,-122.4249992
PAST SALE,August-9-2022,Single Family Residential,279 Capistrano Ave,San Francisco,CA,94112,1375000,3,2.0,San Francisco,2070,4046,1925,,664,,Sold,,,https://www.redfin.com/CA/San-Francisco/279-Capistrano-Ave-94112/home/2021899,San Francisco MLS,422675773,N,Y,37.7268853,-122.4378681
PAST SALE,,Multi-Family (5+ Unit),2360 Union St #1,San Francisco,CA,94123,2400000,12,7.0,,7593,3781,1922,,316,,,,,https://www.redfin.com/CA/San-Francisco/2360-Union-St-94123/unit-1/home/1887832,,,N,Y,37.7970058,-122.4382086
PAST SALE,May-23-2022,Condo/Co-op,3172 Sacramento St,San Francisco,CA,94115,1900000,2,2.5,San Francisco,1301,14529,1979,,1460,686,Sold,,,https://www.redfin.com/CA/San-Francisco/3172-Sacramento-St-94115/home/882003,San Francisco MLS,422652259,N,Y,37.7888132,-122.4454774
PAST SALE,October-7-2022,Condo/Co-op,874 Potrero Ave,San Francisco,CA,94110,1150000,2,3.0,San Francisco,1125,2911,1900,,1022,200,Sold,,,https://www.redfin.com/CA/San-Francisco/874-Potrero-Ave-94110/home/52059309,San Francisco MLS,422692206,N,Y,37.758169,-122.407173
PAST SALE,November-1-2022,Condo/Co-op,110 Channel St #403,San Francisco,CA,94158,1650000,3,2.0,San Francisco,1272,49773,2017,,1297,975,Sold,,,https://www.redfin.com/CA/San-Francisco/110-Channel-St-94158/unit-403/home/167382859,San Francisco MLS,422694619,N,Y,37.7747908,-122.3910791
PAST SALE,May-18-2022,Single Family Residential,409 Hamilton St,San Francisco,CA,94134,1112600,2,1.0,San Francisco,1008,2700,1925,,1104,,Sold,,,https://www.redfin.com/CA/San-Francisco/409-Hamilton-St-94134/home/775924,San Francisco MLS,422645511,N,Y,37.7259209,-122.4092737
PAST SALE,June-8-2022,Single Family Residential,410 Colon Ave,San Francisco,CA,94127,2578000,3,2.0,San Francisco,2188,3824,1926,,1178,2,Sold,,,https://www.redfin.com/CA/San-Francisco/410-Colon-Ave-94127/home/1148388,San Francisco MLS,422652691,N,Y,37.7327234,-122.4568306
PAST SALE,May-31-2022,Condo/Co-op,1649 Greenwich St #1649,San Francisco,CA,94123,980000,1,1.0,San Francisco,774,2278,1900,,1266,370,Sold,,,https://www.redfin.com/CA/San-Francisco/1649-Greenwich-St-94123/unit-1649/home/2022968,San Francisco MLS,422658786,N,Y,37.7999999,-122.4265636
PAST SALE,March-10-2023,Condo/Co-op,40 28th St #3,San Francisco,CA,94110,830000,1,1.0,San Francisco,623,3121,1938,,1332,325,Sold,,,https://www.redfin.com/CA/San-Francisco/40-28th-St-94110/unit-3/home/110052068,San Francisco MLS,423717148,N,Y,37.7456966,-122.4232554
PAST SALE,April-28-2022,Condo/Co-op,3042 Jackson St #2,San Francisco,CA,94115,1390000,2,1.0,San Francisco,800,3819,1908,,1738,275,Sold,,,https://www.redfin.com/CA/San-Francisco/3042-Jackson-St-94115/unit-2/home/1106824,San Francisco MLS,422641574,N,Y,37.7914119,-122.445364
PAST SALE,April-6-2022,Condo/Co-op,48 Sanchez St,San Francisco,CA,94114,1910000,3,1.5,San Francisco,1629,3249,1906,,1172,396,Sold,,,https://www.redfin.com/CA/San-Francisco/48-Sanchez-St-94114/home/2027470,San Francisco MLS,422637456,N,Y,37.7685036,-122.431498
PAST SALE,October-12-2022,Condo/Co-op,208 17th Ave,San Francisco,CA,94121,1595000,3,2.0,San Francisco,1760,2457,1925,,906,193,Sold,,,https://www.redfin.com/CA/San-Francisco/208-17th-Ave-94121/home/110051527,San Francisco MLS,422696397,N,Y,37.78411,-122.4762163
PAST SALE,May-19-2022,Single Family Residential,1856 Alemany Blvd,San Francisco,CA,94112,1020000,3,1.0,San Francisco,1200,2548,1950,,850,,Sold,,,https://www.redfin.com/CA/San-Francisco/1856-Alemany-Blvd-94112/home/2034980,San Francisco MLS,422656262,N,Y,37.7225352,-122.4383952
PAST SALE,December-8-2022,Single Family Residential,60 Piedmont St,San Francisco,CA,94117,2100000,3,1.5,San Francisco,1940,2326,1910,,1082,,Sold,,,https://www.redfin.com/CA/San-Francisco/60-Piedmont-St-94117/home/1953810,San Francisco MLS,422706244,N,Y,37.7654274,-122.4452862
PAST SALE,July-27-2022,Condo/Co-op,179 16th Ave,San Francisco,CA,94118,1925000,3,3.5,San Francisco,1927,3000,2004,,999,250,Sold,,,https://www.redfin.com/CA/San-Francisco/179-16th-Ave-94118/home/1441390,San Francisco MLS,422669509,N,Y,37.784722,-122.475729
PAST SALE,June-27-2022,Condo/Co-op,201 Harrison St #415,San Francisco,CA,94105,474000,0,1.0,San Francisco,485,38449,1991,,977,658,Sold,,,https://www.redfin.com/CA/San-Francisco/201-Harrison-St-94105/unit-415/home/1911767,San Francisco MLS,422668002,N,Y,37.7874798,-122.3905769
PAST SALE,May-3-2022,Single Family Residential,637 Darien Way,San Francisco,CA,94127,3800000,5,3.5,SAN FRANCISCO,3691,4952,1927,,1030,,Sold,,,https://www.redfin.com/CA/San-Francisco/637-Darien-Way-94127/home/1486754,MLSListings,ML81883747,N,Y,37.7314831,-122.4644554
PAST SALE,August-5-2022,Condo/Co-op,177 Townsend St #431,San Francisco,CA,94107,698000,1,1.0,San Francisco,,42969,2007,,,676,Sold,,,https://www.redfin.com/CA/San-Francisco/177-Townsend-St-94107/unit-431/home/17304700,San Francisco MLS,422677972,N,Y,37.7791526,-122.3919931
PAST SALE,April-26-2022,Condo/Co-op,2701 Van Ness Ave #702,San Francisco,CA,94109,1300000,1,1.0,San Francisco,808,11915,1929,,1609,685,Sold,,,https://www.redfin.com/CA/San-Francisco/2701-Van-Ness-Ave-94109/unit-702/home/1797717,San Francisco MLS,422640295,N,Y,37.8005198,-122.4249146
PAST SALE,February-15-2023,Condo/Co-op,88 Arkansas St #217,San Francisco,CA,94107,549000,1,1.0,San Francisco,518,19998,2022,,1060,636,Sold,,,https://www.redfin.com/CA/San-Francisco/88-Arkansas-St-94107/unit-217/home/180006527,San Francisco MLS,422712484,N,Y,37.7652865,-122.3990739
PAST SALE,April-19-2022,Condo/Co-op,46 Heather Ave,San Francisco,CA,94118,1100000,1,1.0,San Francisco,880,3568,1949,,1250,225,Sold,,,https://www.redfin.com/CA/San-Francisco/46-Heather-Ave-94118/home/1154218,San Francisco MLS,422645052,N,Y,37.784954,-122.452613
PAST SALE,January-13-2023,Single Family Residential,2206 Sloat Blvd,San Francisco,CA,94116,1300000,2,2.0,SAN FRANCISCO,1703,1873,1949,,763,,Sold,,,https://www.redfin.com/CA/San-Francisco/2206-Sloat-Blvd-94116/home/1612353,MLSListings,ML81913209,N,Y,37.7341886,-122.4978851
PAST SALE,May-12-2022,Single Family Residential,567 Kansas St,San Francisco,CA,94107,2200000,3,2.0,San Francisco,1700,2495,1927,,1294,,Sold,,,https://www.redfin.com/CA/San-Francisco/567-Kansas-St-94107/home/727817,San Francisco MLS,422646595,N,Y,37.7626097,-122.4030898
PAST SALE,October-7-2022,Single Family Residential,4079 25th St,San Francisco,CA,94114,1800000,2,2.0,San Francisco,1400,2827,1900,,1286,,Sold,,,https://www.redfin.com/CA/San-Francisco/4079-25th-St-94114/home/803035,San Francisco MLS,422691207,N,Y,37.7496659,-122.4311747
PAST SALE,December-8-2022,Condo/Co-op,2828 Bryant St,San Francisco,CA,94110,1395000,3,2.0,San Francisco,1475,2500,1926,,946,,Sold,,,https://www.redfin.com/CA/San-Francisco/2828-Bryant-St-94110/home/1591212,San Francisco MLS,422696769,N,Y,37.7490882,-122.4090414
PAST SALE,July-1-2022,Single Family Residential,31 Jules Ave,San Francisco,CA,94112,1125000,2,1.0,San Francisco,1025,2815,1951,,1098,,Sold,,,https://www.redfin.com/CA/San-Francisco/31-Jules-Ave-94112/home/1449096,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40995270,N,Y,37.7188196,-122.4614414
PAST SALE,December-9-2022,Single Family Residential,1406 Sanchez St,San Francisco,CA,94131,2225000,3,3.0,San Francisco,1510,1780,1900,,1474,,Sold,,,https://www.redfin.com/CA/San-Francisco/1406-Sanchez-St-94131/home/1891041,San Francisco MLS,422706606,N,Y,37.7464621,-122.429394
PAST SALE,April-8-2022,Single Family Residential,6139 California St,San Francisco,CA,94121,3350000,4,2.5,San Francisco,2237,1875,1913,,1498,,Sold,,,https://www.redfin.com/CA/San-Francisco/6139-California-St-94121/home/1866639,San Francisco MLS,422640288,N,Y,37.7837902,-122.4834911
PAST SALE,October-17-2022,Condo/Co-op,1122 Cole St,San Francisco,CA,94117,1455000,2,1.0,San Francisco,1290,2225,1905,,1128,450,Sold,,,https://www.redfin.com/CA/San-Francisco/1122-Cole-St-94117/home/181807574,San Francisco MLS,422689221,N,Y,37.7636876,-122.4494215
PAST SALE,November-21-2022,Single Family Residential,107 Juanita Way,San Francisco,CA,94127,1725000,4,2.0,San Francisco,2140,3127,1931,,806,,Sold,,,https://www.redfin.com/CA/San-Francisco/107-Juanita-Way-94127/home/1980736,San Francisco MLS,422705461,N,Y,37.7431883,-122.4535576
PAST SALE,May-5-2022,Single Family Residential,157 Rolph St,San Francisco,CA,94112,1850000,3,3.0,San Francisco,2840,2495,1916,,651,,Sold,,,https://www.redfin.com/CA/San-Francisco/157-Rolph-St-94112/home/790762,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40983705,N,Y,37.7147804,-122.4389155
PAST SALE,October-14-2022,Single Family Residential,1459 16th Ave,San Francisco,CA,94122,1875000,2,1.5,San Francisco,,3960,1924,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/1459-16th-Ave-94122/home/1427806,San Francisco MLS,422679516,N,Y,37.7607667,-122.4740785
PAST SALE,March-20-2023,Single Family Residential,219 Bocana St,San Francisco,CA,94110,1205000,2,1.0,San Francisco,875,1245,1906,,1377,,Sold,,,https://www.redfin.com/CA/San-Francisco/219-Bocana-St-94110/home/1132706,San Francisco MLS,423724259,N,Y,37.7401558,-122.4178688
PAST SALE,,Condo/Co-op,2267 Francisco St,San Francisco,CA,94123,3150000,3,3.0,,2129,,1924,,1480,,,,,https://www.redfin.com/CA/San-Francisco/2267-Francisco-St-94123/home/144063641,,,N,Y,37.8007976,-122.4424448
PAST SALE,June-21-2022,Single Family Residential,762 Brunswick St,San Francisco,CA,94112,1250000,3,2.0,San Francisco,1475,2247,1926,,847,,Sold,,,https://www.redfin.com/CA/San-Francisco/762-Brunswick-St-94112/home/1328118,BAREIS,422658176,N,Y,37.7087298,-122.4491584
PAST SALE,December-1-2022,Condo/Co-op,775 20th Ave,San Francisco,CA,94121,1425000,2,1.0,San Francisco,1614,3015,,,883,315,Sold,,,https://www.redfin.com/CA/San-Francisco/775-20th-Ave-94121/home/622268,San Francisco MLS,422701670,N,Y,37.7733463,-122.4790319
PAST SALE,October-11-2022,Single Family Residential,250 Cayuga Ave,San Francisco,CA,94112,2070000,4,4.0,San Francisco,2134,1999,1938,,970,,Sold,,,https://www.redfin.com/CA/San-Francisco/250-Cayuga-Ave-94112/home/1843339,San Francisco MLS,422691634,N,Y,37.7304578,-122.4340493
PAST SALE,May-27-2022,Single Family Residential,4245 25th St,San Francisco,CA,94114,1900000,3,1.5,San Francisco,1424,3027,1910,,1334,,Sold,,,https://www.redfin.com/CA/San-Francisco/4245-25th-St-94114/home/1551448,San Francisco MLS,422651907,N,Y,37.7494318,-122.4355064
PAST SALE,May-24-2022,Condo/Co-op,447 Roosevelt Way,San Francisco,CA,94114,1042000,1,1.0,San Francisco,717,2761,1953,,1453,181,Sold,,,https://www.redfin.com/CA/San-Francisco/447-Roosevelt-Way-94114/home/11743301,San Francisco MLS,422653017,N,Y,37.7640249,-122.442846
PAST SALE,,Condo/Co-op,2900 Pierce St #6,San Francisco,CA,94123,1245000,2,2.0,,1131,3000,1914,,1101,,,,,https://www.redfin.com/CA/San-Francisco/2900-Pierce-St-94123/unit-6/home/559514,,,N,Y,37.7969221,-122.4386769
PAST SALE,November-28-2022,Single Family Residential,2195 40th Ave,San Francisco,CA,94116,1055000,3,2.0,San Francisco,1214,1746,1948,,869,,Sold,,,https://www.redfin.com/CA/San-Francisco/2195-40th-Ave-94116/home/1246012,"bridgeMLS, Bay East AOR, or Contra Costa AOR",41013703,N,Y,37.7459252,-122.4987189
PAST SALE,,Single Family Residential,822 28th Ave,San Francisco,CA,94121,1842000,,2.0,,1830,2996,1936,,1007,,,,,https://www.redfin.com/CA/San-Francisco/822-28th-Ave-94121/home/623485,,,N,Y,37.7738327,-122.4871954
PAST SALE,October-19-2022,Single Family Residential,2611 Filbert St,San Francisco,CA,94123,6550000,4,3.5,San Francisco,3550,3436,1911,,1845,,Sold,,,https://www.redfin.com/CA/San-Francisco/2611-Filbert-St-94123/home/582623,San Francisco MLS,422695507,N,Y,37.7969418,-122.442798
PAST SALE,,Condo/Co-op,720 Presidio Ave #201,San Francisco,CA,94115,895000,2,1.0,,675,,1982,,1326,,,,,https://www.redfin.com/CA/San-Francisco/720-Presidio-Ave-94115/unit-201/home/587896,,,N,Y,37.7850427,-122.4461267
PAST SALE,June-24-2022,Multi-Family (5+ Unit),3015 Clement St,San Francisco,CA,94121,5400000,5,5.0,San Francisco,10935,5000,1963,,494,,Sold,,,https://www.redfin.com/CA/San-Francisco/3015-Clement-St-94121/home/1692354,San Francisco MLS,422651085,N,Y,37.7815122,-122.4916993
PAST SALE,June-14-2022,Single Family Residential,1547 Shafter Ave,San Francisco,CA,94124,1200000,2,1.0,San Francisco,1352,2500,1926,,888,,Sold,,,https://www.redfin.com/CA/San-Francisco/1547-Shafter-Ave-94124/home/1094559,San Francisco MLS,422652584,N,Y,37.7303182,-122.3899535
PAST SALE,April-15-2022,Single Family Residential,631 19th Ave,San Francisco,CA,94121,3000000,5,4.0,San Francisco,2481,3354,1921,,1209,,Sold,,,https://www.redfin.com/CA/San-Francisco/631-19th-Ave-94121/home/2036275,San Francisco MLS,422642563,N,Y,37.7759385,-122.4782307
PAST SALE,May-18-2022,Single Family Residential,3280 Folsom St,San Francisco,CA,94110,1805000,3,2.0,San Francisco,1648,2000,1927,,1095,,Sold,,,https://www.redfin.com/CA/San-Francisco/3280-Folsom-St-94110/home/1471496,San Francisco MLS,422645617,N,Y,37.7455563,-122.4136875
PAST SALE,February-10-2023,Single Family Residential,111 Monterey Blvd,San Francisco,CA,94131,1350000,2,2.0,San Francisco,1170,1637,1941,,1154,,Sold,,,https://www.redfin.com/CA/San-Francisco/111-Monterey-Blvd-94131/home/1397914,San Francisco MLS,423715759,N,Y,37.7314026,-122.4377662
PAST SALE,May-2-2022,Single Family Residential,1137 Naples St,San Francisco,CA,94112,1385000,2,1.0,SAN FRANCISCO,1434,3341,1925,,966,,Sold,,,https://www.redfin.com/CA/San-Francisco/1137-Naples-St-94112/home/1720866,MLSListings,ML81883434,N,Y,37.7127779,-122.4368923
PAST SALE,October-28-2022,Condo/Co-op,51 Jersey St,San Francisco,CA,94114,1860000,3,2.0,San Francisco,,2850,1910,,,300,Sold,,,https://www.redfin.com/CA/San-Francisco/51-Jersey-St-94114/home/800190,San Francisco MLS,422701153,N,Y,37.7507221,-122.4262023
PAST SALE,June-21-2022,Single Family Residential,2668 Diamond St,San Francisco,CA,94131,3000000,3,2.0,San Francisco,1680,2944,1917,,1786,,Sold,,,https://www.redfin.com/CA/San-Francisco/2668-Diamond-St-94131/home/1776009,San Francisco MLS,422663891,N,Y,37.7363771,-122.4346696
PAST SALE,August-3-2022,Multi-Family (2-4 Unit),1627 - 29 20th Ave,San Francisco,CA,94122,1052000,4,2.0,San Francisco,2250,2500,1945,,468,,Sold,,,https://www.redfin.com/CA/San-Francisco/1627-1629-20th-Ave-94122/unit-1629/home/1805364,San Francisco MLS,422670399,N,Y,37.7573585,-122.4780748
PAST SALE,June-24-2022,Single Family Residential,2167 30th Ave,San Francisco,CA,94116,2200000,3,2.5,San Francisco,2235,2996,1936,,984,,Sold,,,https://www.redfin.com/CA/San-Francisco/2167-30th-Ave-94116/home/1980223,San Francisco MLS,422660965,N,Y,37.746868,-122.48814
PAST SALE,May-17-2022,Multi-Family (2-4 Unit),377 7th Ave,San Francisco,CA,94118,2025000,8,4.0,San Francisco,3400,3611,1905,,596,,Sold,,,https://www.redfin.com/CA/San-Francisco/377-7th-Ave-94118/home/1350264,San Francisco MLS,422645959,N,Y,37.781526,-122.465723
PAST SALE,March-23-2022,Condo/Co-op,595 12th Ave #5,San Francisco,CA,94118,1030000,1,1.0,San Francisco,800,3325,1926,,1288,511,Sold,,,https://www.redfin.com/CA/San-Francisco/595-12th-Ave-94118/unit-5/home/1237366,San Francisco MLS,422627297,N,Y,37.7772444,-122.4706434
PAST SALE,May-12-2022,Single Family Residential,371 Holyoke St,San Francisco,CA,94134,2000000,5,4.0,Portola,2530,2996,1927,,791,,Sold,,,https://www.redfin.com/CA/San-Francisco/371-Holyoke-St-94134/home/1176860,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40988117,N,Y,37.7267178,-122.4084802
PAST SALE,August-1-2022,Condo/Co-op,5264 3rd St #303,San Francisco,CA,94124,620000,2,2.0,San Francisco,934,5787,1993,,664,432,Sold,,,https://www.redfin.com/CA/San-Francisco/5264-3rd-St-94124/unit-303/home/753841,San Francisco MLS,422668307,N,Y,37.7298231,-122.3927897
PAST SALE,September-20-2022,Condo/Co-op,55 Red Rock Way Unit 311O,San Francisco,CA,94131,880000,1,1.0,San Francisco,830,7396,1972,,1060,645,Sold,,,https://www.redfin.com/CA/San-Francisco/55-Red-Rock-Way-94131/unit-311O/home/1713549,San Francisco MLS,422684846,N,Y,37.7459864,-122.4410176
PAST SALE,May-3-2022,Condo/Co-op,1 North Burnett Ave #6,San Francisco,CA,94131,1900000,3,2.5,San Francisco,2157,37720,1983,,881,1061,Sold,,,https://www.redfin.com/CA/San-Francisco/1-Burnett-Ave-N-94131/unit-6/home/1130333,San Francisco MLS,422621458,N,Y,37.7570273,-122.4448218
PAST SALE,March-13-2023,Condo/Co-op,1998 Pacific Ave #303,San Francisco,CA,94109,1235000,2,2.0,San Francisco,1075,9282,1964,,1149,580,Sold,,,https://www.redfin.com/CA/San-Francisco/1998-Pacific-Ave-94109/unit-303/home/563704,San Francisco MLS,423716282,N,Y,37.7945004,-122.4279422
PAST SALE,April-6-2022,Single Family Residential,219 Bella Vista Way,San Francisco,CA,94127,2500000,4,2.0,San Francisco,1985,3036,1947,,1259,,Sold,,,https://www.redfin.com/CA/San-Francisco/219-Bella-Vista-Way-94127/home/686085,San Francisco MLS,422634171,N,Y,37.7377016,-122.4499417
PAST SALE,December-9-2022,Single Family Residential,747 14th Ave,San Francisco,CA,94118,3674700,4,3.5,San Francisco,3239,3188,1919,,1135,,Sold,,,https://www.redfin.com/CA/San-Francisco/747-14th-Ave-94118/home/621952,San Francisco MLS,422706327,N,Y,37.7740729,-122.4726523
PAST SALE,August-18-2022,Single Family Residential,8 Aquavista Way,San Francisco,CA,94131,1215000,4,3.0,San Francisco,1305,2809,1962,,931,,Sold,,,https://www.redfin.com/CA/San-Francisco/8-Aquavista-Way-94131/home/1686234,San Francisco MLS,422675841,N,Y,37.7513929,-122.4493999
PAST SALE,July-1-2022,Condo/Co-op,2844 Pierce St,San Francisco,CA,94123,857000,1,1.0,San Francisco,615,3599,1932,,1393,180,Sold,,,https://www.redfin.com/CA/San-Francisco/2844-Pierce-St-94123/home/109315244,San Francisco MLS,422669228,N,Y,37.7964332,-122.4386098
PAST SALE,April-8-2022,Condo/Co-op,555 4th St #401,San Francisco,CA,94107,1035000,2,2.0,San Francisco,938,63237,,,1103,712,Sold,,,https://www.redfin.com/CA/San-Francisco/555-4th-St-94107/unit-401/home/12402170,San Francisco MLS,422635871,N,Y,37.7791203,-122.3971915
PAST SALE,May-13-2022,Condo/Co-op,2101 Bryant St #304,San Francisco,CA,94110,1850000,2,3.0,San Francisco,1301,47098,1919,,1422,624,Sold,,,https://www.redfin.com/CA/San-Francisco/2101-Bryant-St-94110/unit-304/home/40138943,San Francisco MLS,422648568,N,Y,37.7602085,-122.4097826
PAST SALE,July-15-2022,Single Family Residential,1445 Holloway Ave,San Francisco,CA,94132,1660000,3,2.0,San Francisco,1570,4351,1949,,1057,,Sold,,,https://www.redfin.com/CA/San-Francisco/1445-Holloway-Ave-94132/home/1776614,San Francisco MLS,422664788,N,Y,37.7212357,-122.4734594
PAST SALE,March-10-2023,Townhouse,117 Topaz Way,San Francisco,CA,94131,1320000,3,2.5,San Francisco,2047,1126,1978,,645,600,Sold,,,https://www.redfin.com/CA/San-Francisco/117-Topaz-Way-94131/home/918022,San Francisco MLS,422713420,N,Y,37.741052,-122.436189
PAST SALE,March-29-2022,Multi-Family (2-4 Unit),217 - 219 16th Ave,San Francisco,CA,94118,4100000,7,5.5,San Francisco,5910,3323,1915,,694,,Sold,,,https://www.redfin.com/CA/San-Francisco/217-219-16th-Ave-94118/unit-219/home/1931866,San Francisco MLS,422631327,N,Y,37.7839037,-122.4756586
PAST SALE,,Condo/Co-op,880 Green St,San Francisco,CA,94133,3100000,3,4.0,,2321,,2000,,1336,,,,,https://www.redfin.com/CA/San-Francisco/880-Green-St-94133/home/877755,,,N,Y,37.7991854,-122.4136085
PAST SALE,April-13-2022,Single Family Residential,601 Banks St,San Francisco,CA,94110,900000,2,1.0,SAN FRANCISCO,950,1751,1940,,947,,Sold,,,https://www.redfin.com/CA/San-Francisco/601-Banks-St-94110/home/1862693,MLSListings,ML81873492,N,Y,37.7357468,-122.4128006
PAST SALE,August-18-2022,Condo/Co-op,1515 15th St #506,San Francisco,CA,94103,542000,0,1.0,San Francisco,520,14125,2014,,1042,578,Sold,,,https://www.redfin.com/CA/San-Francisco/1515-15th-St-94103/unit-506/home/110051761,San Francisco MLS,422676711,N,Y,37.7665977,-122.4181501
PAST SALE,,Single Family Residential,933 Castro St,San Francisco,CA,94114,2514000,2,1.0,,1150,1891,1922,,2186,,,,,https://www.redfin.com/CA/San-Francisco/933-Castro-St-94114/home/717017,,,N,Y,37.7540303,-122.4340834
PAST SALE,May-31-2022,Single Family Residential,315 Franconia St,San Francisco,CA,94110,2731500,4,2.0,San Francisco,1940,1750,1990,,1408,,Sold,,,https://www.redfin.com/CA/San-Francisco/315-Franconia-St-94110/home/755463,San Francisco MLS,422643709,N,Y,37.7446669,-122.4074927
PAST SALE,March-1-2023,Condo/Co-op,1448 Union St,San Francisco,CA,94109,1950000,2,2.0,San Francisco,1461,3437,1909,,1335,,Sold,,,https://www.redfin.com/CA/San-Francisco/1448-Union-St-94109/home/173330576,San Francisco MLS,423718446,N,Y,37.7988351,-122.4232646
PAST SALE,August-29-2022,Condo/Co-op,39 Clayton St,San Francisco,CA,94117,1625000,2,1.0,San Francisco,1689,2652,1925,,962,350,Sold,,,https://www.redfin.com/CA/San-Francisco/39-Clayton-St-94117/home/180565817,San Francisco MLS,422669167,N,Y,37.7748758,-122.4497594
PAST SALE,September-13-2022,Single Family Residential,3139 Santiago St,San Francisco,CA,94116,1350000,2,1.0,San Francisco,,2495,1947,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/3139-Santiago-St-94116/home/1211403,San Francisco MLS,422689091,N,Y,37.7436807,-122.5011737
PAST SALE,July-22-2022,Condo/Co-op,718 Long Bridge St #1600,San Francisco,CA,94158,2180000,2,2.0,San Francisco,1329,,2016,,1640,1246,Sold,,,https://www.redfin.com/CA/San-Francisco/718-Long-Bridge-St-94158/unit-1600/home/109278541,San Francisco MLS,422675456,N,Y,37.7717748,-122.3940731
PAST SALE,June-15-2022,Condo/Co-op,4306 17th St,San Francisco,CA,94114,1550501,2,1.5,San Francisco,1185,2162,,,1308,200,Sold,,,https://www.redfin.com/CA/San-Francisco/4306-17th-St-94114/home/1585512,San Francisco MLS,422656488,N,Y,37.7623205,-122.4407644
PAST SALE,May-4-2022,Condo/Co-op,3537 Washington St,San Francisco,CA,94118,3150000,4,2.0,Presidio Heights,,,1912,,,417,Sold,,,https://www.redfin.com/CA/San-Francisco/3537-Washington-St-94118/home/182418984,"bridgeMLS, Bay East AOR, or Contra Costa AOR",40988718,N,Y,37.7892306,-122.4512576
PAST SALE,October-27-2022,Single Family Residential,1462 30th Ave,San Francisco,CA,94122,1850000,3,2.0,San Francisco,1500,3000,1928,,1233,,Sold,,,https://www.redfin.com/CA/San-Francisco/1462-30th-Ave-94122/home/1324728,San Francisco MLS,422697133,N,Y,37.7600229,-122.4884163
PAST SALE,April-15-2022,Single Family Residential,12 Rossi Ave,San Francisco,CA,94118,2175000,2,1.5,San Francisco,1800,2382,1936,,1208,,Sold,,,https://www.redfin.com/CA/San-Francisco/12-Rossi-Ave-94118/home/1452110,San Francisco MLS,422632031,N,Y,37.7794596,-122.4561672
PAST SALE,September-29-2022,Single Family Residential,2315 47th Ave,San Francisco,CA,94116,1575000,2,1.0,San Francisco,,2996,1944,,,,Sold,,,https://www.redfin.com/CA/San-Francisco/2315-47th-Ave-94116/home/1757677,San Francisco MLS,422688037,N,Y,37.7432354,-122.5060584
PAST SALE,June-16-2022,Condo/Co-op,717 Corbett Ave,San Francisco,CA,94131,2565000,3,3.0,San Francisco,2156,1307,1997,,1190,328,Sold,,,https://www.redfin.com/CA/San-Francisco/717-Corbett-Ave-94131/home/954453,San Francisco MLS,422661170,N,Y,37.755449,-122.4423387
